nr,date,year,title,duration_min,notes,link
335,2024-12-24,2024,Die Legende vom sterbenden Christkind,60,"Wer bringt in der Schweiz, Österreich und Deutschland die Geschenke? Was ursprünglich mal Aufgabe des heiligen Nikolaus war, hat sich über die Jahrhunderte mehrmals verändert. Mittlerweile konkurrieren in Deutschland Christkind und Weihnachtsmann, während in Österreich die FPÖ sich einigermaßen unnötig für das dominierende Christkindl in die Bresche wirft. Wir erzählen von Geschenkritualen und Weihnachtspostämtern.

Außerdem bei ""Servus. Grüezi. Hallo."": die große Vorlesestunde! Wir lesen Weihnachtsgeschichten aus unseren Ländern vor, traurige und kitschige, moderne und klassische. Die ideale Begleitung zum Keks-Koma.

Friedrich Dürrenmatt: Weihnacht. In: F. D.: Aus den Papieren eines Wärters. Frühe Prosa. Diogenes, Zürich 1998, 208 S., € 10.–

Tim Krohn: Christnacht bei ds Heers. In: Weihnachten in der Schweiz (Hg. von Dagmar Bhend und Ulla Steffan), Unionsverlag, Zürich 2024, 192 S., € 14,95

Tilman Rammstedt: ""Wann singen sie endlich?""

Karl Heinrich Waggerl: ""Worüber das Christkind lächeln musste""",https://www.zeit.de/gesellschaft/2024-12/weihnachten-dach-laender-oesterreich-schweiz-weihnachtsmann-christentum-alpenpodcast
336,2025-01-07,2025,Österreich wirft sich Kickl in die Arme,73,"Auf keinen Fall wollte die ÖVP dem extrem rechten Herbert Kickl und seiner FPÖ in Österreich in die Regierung verhelfen, das hat sie im Wahlkampf versprochen. Nun tut sie es doch. Wir besprechen das Scheitern der Koalitionsgespräche mit SPÖ und Neos. Wie kam es dazu und waren die Differenzen wirklich so groß, dass es den Bruch rechtfertigt? Außerdem werfen wir einen Blick auf die Planlosigkeit der Konservativen.

Was die deutschen Unionsparteien vom Knall in Wien lernen können, besprechen wir im zweiten Teil. Ebenso wie die Frage, ob man die politischen Systeme in Österreich und Deutschland nach Schweizer Vorbild umbauen müsste, um sie stabiler zu machen.",https://www.zeit.de/gesellschaft/2025-01/oevp-fpoe-herbert-kickl-oesterreich-rechte
337,2025-01-15,2025,Einigt euch mal,66,"Die Schweizer Politik ist auf Kompromisse ausgelegt. Dass man sich so zerstreitet wie in Deutschland die Ampel oder in Österreich ÖVP, SPÖ und Neos, ist unvorstellbar. Aber der Kompromiss liegt den Schweizern nicht in den Genen, sie haben ihn erlernt und ihr politisches System entsprechend umgebaut. Können sich die Nachbarländer davon nicht doch was abgucken?

Außerdem bei ""Servus. Grüezi. Hallo."": Österreich hat jetzt auch Einwegpfand, und nicht alle finden das toll. Deutschland bringt schon seit 20 Jahren Dosen und Plastikflaschen zurück, die Schweiz hingegen schmeißt sogar das meiste Glas einfach weg. Wie sinnvoll ist das Pfandsystem, was bringt es, und wie sehr nervt es?",https://www.zeit.de/gesellschaft/2025-01/kompromisse-politik-schweiz-alpenpodcast
338,2025-01-22,2025,Krank? Nimm halt Urlaub!,57,"Der Chef der Allianz-Versicherung findet, Deutschland könne es sich nicht mehr leisten, Arbeitnehmern am ersten Krankheitstag das volle Gehalt zu zahlen. In Österreich will die Wirtschaftskammer seit Jahren Ähnliches. Für viele klingt das nach einem Generalverdacht gegen Arbeitnehmer: Die machen doch nur blau! In der Schweiz allerdings ist diese Regelung ganz normal. Dort müssen Angestellte bis zu drei Tage selbst zahlen. Wie viel Gehalt sie kriegen, wenn sie länger krank sind, ist Verhandlungssache. Funktioniert das und ist das fair?

Außerdem bei ""Servus. Grüezi. Hallo."": der Schweizer Stecker-Separatismus. Fast kein anderes Land nutzt die J-Type-Steckdosen, die in der Schweiz üblich sind. Die sehen zwar schick aus, aber die Inkompatibilität zumindest zu einigen ausländischen Geräten kann Besucher nerven. Wo kommt der Schweizer Stecker-Sonderweg her? Und wie aufwendig wäre eine europaweite Vereinheitlichung?",https://www.zeit.de/gesellschaft/2025-01/krankmeldung-gehalt-angestellte-alpenpodcast
339,2025-01-29,2025,"Merz, der Brandmauerspecht",55,"CDU/CSU bringen diese Woche im Deutschen Bundestag gleich mehrere Anträge zur Migrationspolitik ein, die nur mit Stimmen der AfD eine Mehrheit bekommen könnten. Das nimmt Kanzlerkandidat Friedrich Merz in Kauf – und rückt damit plötzlich von seinem bisher scharfen Abgrenzungskurs gegen die AfD ab. Wie stabil ist die Brandmauer noch, und was kann man aus Österreich darüber lernen?

Außerdem bei ""Servus. Grüezi. Hallo."": So wie Donald Trump in den USA Berge umbenennt, werden auch in den Alpen immer wieder Berge umbenannt. Mal aus politischen Gründen, mal eher aus Gründen des Anstands. Wir erzählen, warum die ""Arsch""-Berge aus dem deutsch-österreichischen Grenzgebiet verschwunden sind.",https://www.zeit.de/gesellschaft/2025-01/rechtspopulismus-cdu-afd-oesterreich-berge-alpenpodcast
340,2025-02-05,2025,Ein deutscher Wahlkampf à la Österreich,61,"Riesige Demos auf der einen Seite, eskalierte Rhetorik auf der anderen: Dass die Union unter Friedrich Merz mit der AfD für eine stark verschärfte Migrationspolitik gestimmt hat, wirbelt den deutschen Wahlkampf durcheinander und ändert auch das Bild vom Kanzlerkandidaten: Wie überlegt und strategisch macht er Politik, wie impulsiv handelt er? Wir besprechen, wie die Geschehnisse in Deutschland auf Schweizer und Österreicher wirken.

Außerdem bei ""Servus. Grüezi. Hallo."": Ein Schweizer ist Eiskunstlauf-Europameister, die Deutschen sind aber eher Eislauf-Muffel. Wie gefährlich ist das Kufenschlittern und wie viele Menschen haben das als Hobby in unseren Ländern?",https://www.zeit.de/gesellschaft/2025-02/bundestagswahl-cdu-rhetorik-afd-alpenpodcast
341,2025-02-12,2025,"Hallo, wir wollen auch mitwählen!",55,"Weil die Wahl in Deutschland so kurzfristig stattfindet, haben nun die Deutschen ein Problem, die im Ausland leben. Denn sie müssen sich nicht nur selbst darum kümmern, dass sie überhaupt wählen können, sondern sind auch darauf angewiesen, dass die Post schnell genug ist. Warum ist Wählen so kompliziert für Auslandsdeutsche? Und ist das für Österreicherinnen und Österreicher anders? Hier haben die Neos sogar mal extra Wahlkampf für die gemacht, die das Land verlassen haben.

Außerdem bei ""Servus. Grüezi. Hallo."": In Wien ist nun an einem weiteren Ort das öffentliche Trinken verboten. Einige deutsche Städte hatten eine Zeit lang sogar versucht, Alkohol im ganzen Stadtgebiet zu verbannen – abgesehen von Bars und Restaurants. Sind solche Regelungen gut oder dienen sie nur der Verdrängung von Elend? Und was haben sie mit dem sinkenden gesellschaftlichen Ansehen von Alkohol zu tun?",https://www.zeit.de/gesellschaft/2025-02/bundestagswahl-breifwahl-post-verzoegerung-alpenpodcast
342,2025-02-13,2025,Sonderfolge: Österreich kann einfach nicht mehr,34,"Vor 136 Tagen hat Österreich ein neues Parlament gewählt, aber von einer neuen Regierung ist nichts zu sehen. Denn jetzt sind schon zum zweiten Mal Koalitionsverhandlungen gescheitert. ÖVP und FPÖ konnten sich nicht einigen, weder bei den Inhalten noch bei den Posten. In einer Sonderfolge diskutieren wir, woran es lag. Hat sich die ÖVP verpokert, oder ist die FPÖ nicht regierungsfähig?

Außerdem: Wie könnte es nun weitergehen? Bundespräsident Alexander Van der Bellen sieht gleich vier Möglichkeiten und gibt sich erstaunlich gelassen. Welche ist realistisch, und was machen die Ereignisse mit der Politikverdrossenheit der Österreicherinnen und Österreicher?",https://www.zeit.de/gesellschaft/2025-02/koalitionsverhandlungen-oesterreich-fpoe-herbert-kickl-alpenpodcast
343,2025-02-19,2025,Welchen Wahlkampf hätten's denn gern?,62,"Am Sonntag wählt Deutschland ein neues Parlament. Aber in Österreich und der Schweiz hat man vom Wahlkampf nur zwei Dinge mitbekommen: das Drama um die Brandmauer zur AfD und den Überbietungswettbewerb in der Asylpolitik. Wir sprechen darüber, welche Themen in den vergangenen Monaten vergessen gingen.

Außerdem: In der Schweiz läuft die Biathlon-WM. Wieso brauchte es zwei deutsche Immigranten, um diese Sportart unter den Eidgenossen populär zu machen. Steht dort nicht seit Jahrhunderten in jedem Schrank ein Sturmgewehr – und Schnee gibt es doch auch? Wir klären auf.",https://www.zeit.de/politik/2025-02/wahlkampf-deutschland-afd-biathlon-alpenpodcast
344,2025-02-24,2025,Rambo Zambo!!!,35,"Deutschland hat gewählt und seit Sonntagabend gilt die Friedrich-Merz-Parole: Rambo Zambo! Wie aber haben Matthias Daum, ZEIT-Korrespondent in Zürich, und Florian Gasser, unser Mann in Wien, den Wahlabend erlebt?

Die 20 Prozent der AfD, das Comeback der Linken, den Rausschmiss der FDP? Darüber sprachen sie mit Lenz Jacobsen von ZEIT ONLINE. Ein Mitschnitt aus dem Wahlnacht-Livestream: mit Christian-Lindner-Memorial-Kettensäge, einer Heckenscheren-Performance und dem einen oder anderen Glas Wein.",https://www.zeit.de/politik/2025-02/wahl-deutschland-ergebnis-friedrich-merz-alpenpodcast
345,2025-03-05,2025,In Wien müssen sie jetzt fasten,56,"SPÖ, ÖVP und Neos haben sich doch noch auf eine Regierung geeinigt. Von dem neuen Bündnis geht zumindest zu Beginn doch mehr Ausstrahlung aus als von einer Notlösung. Wie wollen die Parteien die Sparzwänge lösen und was passiert nun mit der FPÖ? Wir diskutieren die Regierungsbildung in Wien, aber auch in Deutschland, wo SPD und Union die Verhandlungen gerade erst begonnen haben.

Außerdem bei ""Servus. Grüezi. Hallo."": Die Fastenzeit beginnt. Wir erzählen von den katholischen Wurzeln des Brauchs, von den kreativsten Arten, das Fasten zu brechen, und von neumodischen Varianten wie dem Veganuary.",https://www.zeit.de/gesellschaft/2025-03/regierungsbildung-oesterreich-deutschland-alpenpodcast
346,2025-03-12,2025,"Servus, wir sind das Sicherheitsrisiko!",60,"In der Mitte Europas konnten sich Österreich und die Schweiz darauf verlassen, im Zweifelsfall von den Nachbarn verteidigt zu werden. Das und ihre Neutralität hat den Ländern das Gefühl gegen, sich um Sicherheitspolitik und Militär nicht mehr groß kümmern zu müssen. Nun aber ändert sich das – weil die USA nicht mehr für Europas Sicherheit zu garantieren scheinen. Und weil zwei Alpenländer, die sich nicht verteidigen können, ein Sicherheitsrisiko für den ganzen Kontinent sind. Wir diskutieren über eine sicherheitspolitische Zeitenwende in Österreich und in der Schweiz sowie über die Schwierigkeiten der kommenden deutschen Regierung, ein Sondervermögen für die Verteidigung auf die Beine zu stellen.

Außerdem bei ""Servus. Grüezi. Hallo."": Die Toilettenkultur in unseren Ländern. In Wien sind die Klos umsonst und schön, in der Schweiz sind sie ein Stück Heimat, und über deutsche Toiletten hat der Philosoph Slavoj Žižek gar eine kleine Ideologiekritik entwickelt.",https://www.zeit.de/gesellschaft/2025-03/sicherheitspolitik-oesterreich-schweiz-verteidigung-alpenpodcast
347,2025-03-19,2025,"Handys erschießen, Tauben verbieten!",61,"Kaum ist die neue Regierung in Wien im Amt, will sie per Erlass alle Schulen zwingen, Smartphones für die ersten acht Schulstufen komplett zu verbannen. Wie sinnvoll ist eine so autoritäre Lösung? Es gibt tatsächlich viele Studien, die den Einfluss von Smartphones auf das Lernen und den Schulalltag belegen. Aber auch bisher haben die meisten Schulen damit einen Umgang gefunden. Warum braucht es jetzt die Ministeransage, und wie wird das in den Nachbarländern Deutschland und Schweiz geregelt?

Außerdem bei ""Servus. Grüezi. Hallo."": In Wien haben gerade Freiwillige die Stadttauben gezählt. Warum nur? Und wie wird man in den Städten unserer Länder diesen Tieren Herr? In Zürich greift man sogar zur Knarre. Während man im Ruhrgebiet Tauben noch als Hobby für Bergleute kennt.",https://www.zeit.de/gesellschaft/2025-03/handyverbot-schulen-oesterreich-schweiz-alpenpodcast
348,2025-03-26,2025,Die Mobilmachung,64,"Sechs Monate oder zwei Jahre? 100.000 pro Jahr oder nur 5.000? Nur Männer oder auch Frauen? Und vor allem: Eine echte Wehrpflicht oder nur eine Art bessere Rekrutierung? In Deutschland wird seit Monaten, und nun auch in den Koalitionsverhandlungen, über eine mögliche Wehrpflicht diskutiert. Wir besprechen, welches Modell wie sinnvoll ist, wie das Schweizer Miliz-System im Vergleich abschneidet und was Österreich davon hat, dass es die Wehrpflicht nie abgeschafft hat.

Außerdem bei ""Servus. Grüezi. Hallo."": Der neue Schweiz-Newsletter der ZEIT startet, und wir fragen aus diesem Anlass, wie der Rest der Welt über die Schweizerinnen und Schweizer denkt. Und warum die Schweiz darüber hochoffizielle Regierungsberichte schreibt.",https://www.zeit.de/gesellschaft/2025-03/wehrpflicht-schweiz-oesterreich-alpenpodcast
349,2025-04-02,2025,Wo ist Sabine?,60,"Der deutsche Einzelhandelsverband will, dass Geschäfte häufiger auch sonntags öffnen können. Dabei wurden die Öffnungszeiten in den vergangenen Jahrzehnten schon dramatisch ausgeweitet. Deutschland geht dabei noch weiter als Österreich und vor allem als die Schweiz. Wir erklären die Unterschiede und fragen, was es für die Mitarbeiter, für die Kunden und für die Branche bedeutet, dass man nun vielerorts auch spätabends noch einkaufen kann. Und ob die Sonntagsruhe noch zeitgemäß ist.

Außerdem bei Servus. Grüezi. Hallo.: Der Bundesgerichtshof muss über eine hessische Bambushecke entscheiden. Denn an nichts entzünden sich Nachbarschaftsstreitereien so leicht wie an Hecken. Wir zitieren die schönste gesetzgeberische Heckenpoesie und fragen, ob man das nicht anders regeln kann.

Alle Infos zu den Liveauftritten dieses Jahr und Tickets für Innsbruck (Mai) und Basel (September) gibt es hier.",https://www.zeit.de/gesellschaft/2025-04/oeffnungszeiten-einzelhandel-personal-alpenpodcast
350,2025-04-09,2025,31 Prozent auf alles (außer Pillen)!,63,"Deutsche Autos, Österreichischer Wein, Schweizer Alles: Die US-Zölle machen der Wirtscha= in unseren Ländern zu schaffen. Dabei sind sie für die Schweiz mit 31 Prozent nochmal höher als für die EU-Länder. Wir diskuJeren, wie die PoliJk darauf reagieren (kann), und was, natürlich, die Habsburger mit Zöllen zu tun haben. Es geht um Butterfahrten auf der Ostsee, um angeblich milliardenschwere Lagerzonen irgendwo in der Schweiz, und den Deutschen Zollverein als Angriff auf das arme Österreich.

Außerdem bei „Servus. Grüezi. Hallo.“: In der Schweiz schwächeln die Cafes in Supermärkten, aber warum sind die dort überhaupt so etabliert und in den Nachbarländern nicht. Wir erzählen von sehr günsJgen Schnitzeln, kleinen Pausen an Nicht-Orten, und fragen uns, wo eigentlich die Rentner sich nun treffen.

Der Vorverkauf für die Liveauftritte in Innsbruck (Mai) und Basel (September) startet, Karten gibt es hier.",https://www.zeit.de/gesellschaft/2025-04/us-zoelle-schweiz-alpenpodcast
351,2025-04-16,2025,"Wie viele Politiker braucht man, um ein Land zu regieren?",63,"Der Koalitionsvertrag in Deutschland steht, und geplant ist einerseits Bürokratieabbau, andererseits aber ein neues Ministerium. Überhaupt gibt es haufenweise Minister, Staatssekretärinnen, Staatsminister und Beauftragte. Aus Schweizer Sicht kann man sich darüber nur wundern. Denn dort kommt man mit einer guten Handvoll Departements und generell viel weniger Regierungsämtern aus. Wieso sind die Unterschiede so groß, und wie hilfreich ist es, dass in Deutschland die Ministerien immer wieder umgebaut werden?

Außerdem bei ""Servus. Grüezi. Hallo."": Bernhard Langer hört auf, der erfolgreichste deutsche Golfer. Wir reden über den Wandel des Golfens zum Breitensport in unseren Ländern,und über die Ökobilanz der Golfplätze.

Der Vorverkauf für die Liveauftritte in Innsbruck (Mai) und Basel (September) startet, Karten gibt es hier.",https://www.zeit.de/gesellschaft/2025-04/schweizer-regierung-groesse-buerokratie-alpenpodcast
352,2025-04-30,2025,Die Sehnsucht nach dem Schlussstrich,69,"Der Fall Siegfried Unseld, Eklats um KZ-Gedenkstätten, beunruhigende Umfragen: Es deutet einiges darauf hin, dass sich die Erinnerungskultur in Deutschland verändert. Wollen die Deutschen wirklich einen Schlussstrich? Und was genau hieße das überhaupt? Wir reden darüber und über die unterschiedlichen Phasen, in denen sich die Aufarbeitung in Deutschland und Österreich befindet. Denn dort hat man viel später begonnen, sich mit der eigenen Verantwortung zu beschäftigen. Wie zeigt sich das im Schulunterricht? Und wie sinnvoll sind verpflichtende KZ-Gedenkstätten-Besuche?

Außerdem in dieser Zweierfolge von ""Servus. Grüezi. Hallo."": Wie Köln einen seiner beliebtesten Straßenmusiker vergrault hat, welche teils strengen Bedingungen österreichische und deutsche Städte Straßenmusikern stellen – und was das alles mit der Kelly Family zu tun hat.

Karten für die Liveauftritte in Innsbruck (Mai) und Basel (September) gibt es hier.",https://www.zeit.de/gesellschaft/2025-04/erinnerungskultur-nationalsozialismus-aufarbeitung-oesterreich-alpenpodcast
